Benchmark,NeuralNet,WeightUpdateRule,eta,theta,gamma,epsilon,beta_1,beta_2,lambda,MSE
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-06,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.8,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.9,0.999,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.99,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.995,1e-05,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,0.0001,0.95,0.999,1e-05,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-06,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-06,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,1e-05,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,1e-06,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,3e-05,1e-10,1e-10,0.0001,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-10,0.95,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.8,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.9,0.999,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.99,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.995,0.0001,nan
Feynman_4,2,AdamW,0.0001,1e-10,1e-10,1e-08,0.95,0.999,0.0001,nan
